v,a,tem,soc,Profile
3.403481722,-0.000270769,19.79560852,0.985378779,
3.403481722,-0.000451223,19.79560852,0.985378683,
3.403481722,-0.000270769,19.80944061,0.985378587,
3.403481722,-0.000451223,19.79560852,0.985378491,
3.226821423,-1.013880253,19.76490211,0.985244173,
3.156033993,-1.393374801,19.6896553,0.984925003,
3.086170197,-1.768538475,19.79560852,0.984503678,
3.00584197,-2.197657824,19.8401432,0.983977818,
2.903046608,-2.757967234,19.76490211,0.983320813,
2.815331936,-3.220650911,19.87084579,0.982528102,
2.878424883,-2.816434145,19.79560852,0.981726666,
2.890427828,-2.719169617,19.76490211,0.980986383,
2.984605789,-2.153627157,20.06583595,0.980340986,
3.152956247,-1.174123287,19.8401432,0.979896059,
3.403173923,0.263191909,19.76490211,0.979775406,
3.392401934,0.180183128,19.87084579,0.979834119,
3.37609005,0.072632603,19.6896553,0.979867932,
3.240055561,-0.71613133,19.8401432,0.979782717,
3.260368347,-0.594685912,19.76490211,0.979607405,
3.258829594,-0.599377692,19.76490211,0.979447723,
3.209893942,-0.877457142,19.91537857,0.979252159,
3.000302076,-2.070798635,19.76490211,0.978857814,
3.404097319,0.268064171,19.91537857,0.978616744,
3.596761703,1.354216099,19.8401432,0.978831569,
3.468729019,0.589632988,19.76490211,0.979088994,
3.638618469,1.554520011,19.87084579,0.979375739,
3.490272999,0.672461331,19.94608116,0.979670666,
3.392094135,0.101866134,19.76490211,0.979774219,
3.202199697,-0.984466314,19.76490211,0.979657344,
3.256982803,-0.652611613,19.76490211,0.979440562,
3.106175184,-1.510669827,19.88467789,0.979154073,
2.916280746,-2.577693701,19.76490211,0.978612682,
2.841800213,-2.972707272,19.79560852,0.97787767,
2.682990551,-3.849532843,19.87084579,0.976973076,
2.676219463,-3.849532843,19.94608116,0.975952279,
2.670679569,-3.849532843,19.76490211,0.974932757,
2.665755272,-3.84935236,19.6896553,0.97391327,
2.907355309,-2.436578751,19.91537857,0.973080873,
2.659907579,-3.849532843,19.80944061,0.972240123,
2.820256233,-2.90413475,19.6896553,0.971337239,
2.65313673,-3.84935236,19.76490211,0.970442589,
2.677450657,-3.688567877,19.8401432,0.969434519,
2.646058083,-3.849713087,19.76490211,0.968436223,
2.823641777,-2.811381578,19.79560852,0.967545471,
2.851648808,-2.645905256,19.76490211,0.966822742,
2.876886129,-2.494684935,19.8401432,0.966135281,
3.133874655,-1.013880253,19.76490211,0.965670627,
3.204969645,-0.618686259,19.76490211,0.965454165,
3.167421579,-0.843170881,19.76490211,0.965260563,
3.21020174,-0.60461086,19.76490211,0.965066957,
3.144646645,-0.988977611,19.72036362,0.964855917,
3.144646645,-0.988977611,19.76490211,0.964593662,
3.144954205,-0.988977611,19.6896553,0.964331735,
3.145262003,-0.988977611,19.8401432,0.964067216,
3.069242716,-1.427480578,19.8401432,0.963747197,
3.066472769,-1.437586069,19.76490211,0.96336405,
2.950751066,-2.100393057,19.6896553,0.962895536,
2.904277563,-2.358261824,19.76490211,0.962305053,
2.89412117,-2.406984329,19.72036362,0.961673403,
2.963677406,-1.99789536,19.72036362,0.961089967,
2.917203903,-2.261538506,19.61440468,0.960525358,
2.868576288,-2.534023762,19.6896553,0.9598841,
2.940594673,-2.110498667,19.72036362,0.959268925,
2.893197775,-2.378472567,19.6896553,0.958674371,
2.800558805,-2.904315233,19.76490211,0.957967837,
2.634054899,-3.849532843,19.79560852,0.957073487,
2.637748241,-3.809832811,19.61440468,0.956057955,
2.833182573,-2.670627356,19.6896553,0.955199658,
2.915357351,-2.197477341,19.72036362,0.954554331,
3.00368762,-1.691304207,19.6896553,0.954039365,
3.091094494,-1.19379282,19.79560852,0.95365351,
3.174500227,-0.721544981,19.61440468,0.953397342,
3.054777384,-1.418277502,19.61440468,0.953113986,
2.967678308,-1.919758797,19.61440468,0.952671435,
2.915049553,-2.217146873,19.8401432,0.952123569,
2.864882946,-2.499917984,19.72036362,0.951492691,
2.951982021,-1.993564487,19.76490211,0.950897656,
2.854110956,-2.553512812,19.53915024,0.9502895,
2.942749023,-2.036873341,19.6896553,0.949675799,
2.889196873,-2.343645096,19.72036362,0.949095513,
2.980604649,-1.817260981,19.72036362,0.948544518,
3.024308205,-1.564084172,19.6896553,0.948096756,
3.105559587,-1.101220012,19.76490211,0.947743765,
3.028309107,-1.550189257,19.72036362,0.947392273,
3.028309107,-1.550189257,19.76490211,0.9469776,
3.028616905,-1.550189257,19.6896553,0.946562967,
3.028616905,-1.550008774,19.79560852,0.946148353,
3.028616905,-1.550008774,19.6896553,0.945737808,
3.073859215,-1.29123795,19.76490211,0.945357852,
3.158496141,-0.809245586,19.87084579,0.945076946,
3.161881685,-0.794448316,19.6896553,0.944864579,
3.327462435,0.150949597,19.6896553,0.944779359,
3.267139196,-0.20959729,19.79560852,0.944771593,
3.227128983,-0.447976887,19.6896553,0.944684507,
3.141876698,-0.940255105,19.6896553,0.944498827,
3.188965559,-0.672822416,19.6896553,0.944283142,
3.112022877,-1.11583674,19.6896553,0.944046266,
2.937209129,-2.119521379,19.76490211,0.94361359,
3.022153854,-1.622912169,19.79560852,0.943118013,
3.020614862,-1.627604008,19.72036362,0.942687544,
3.063087225,-1.384352088,19.6896553,0.942288625,
3.186195612,-0.677514195,19.76490211,0.942012929,
3.234515667,-0.404667944,19.8401432,0.941869612,
3.236977816,-0.399976134,19.76490211,0.94176306,
3.241286516,-0.379945755,19.76490211,0.941659781,
3.290529966,-0.102588125,19.76490211,0.941595244,
2.961830854,-1.998075843,19.76490211,0.941314332,
3.24682641,-0.351073146,19.79560852,0.941003249,
3.130181313,-1.0284971,19.72036362,0.940820547,
3.163112879,-0.837757289,19.72036362,0.940570967,
3.166190386,-0.823862314,19.72036362,0.94035066,
3.052315235,-1.476744533,19.6589489,0.940045985,
3.122487068,-1.071805954,19.6896553,0.93970808,
2.638671398,-3.849713087,19.72036362,0.939056373,
3.340080976,0.204363942,19.76490211,0.938573628,
2.637748241,-3.84935236,19.79560852,0.938086193,
3.068934917,-1.344832659,19.6896553,0.937398308,
2.848263264,-2.617213011,19.76490211,0.9368736,
2.631900549,-3.849532843,19.8401432,0.936008872,
2.821179628,-2.743170023,19.76490211,0.935135783,
2.952597618,-1.983098149,19.79560852,0.934509881,
2.855034351,-2.54340744,19.87084579,0.93391046,
3.032925844,-1.515181184,19.79560852,0.933367714,
3.114485025,-1.052316904,19.79560852,0.933027706,
3.300378561,0.009654195,19.91537857,0.932889623,
3.329616785,0.165385902,19.87084579,0.932912803,
3.382553339,0.457721204,19.72036362,0.932995317,
3.437952042,0.764673293,19.8401432,0.933158787,
3.418562412,0.638355553,19.6896553,0.933344823,
3.094480038,-1.237643123,19.79560852,0.933265463,
3.093248844,-1.237643123,19.76490211,0.93293768,
3.253905058,-0.3117342,19.6896553,0.932730466,
3.421640158,0.647558689,19.6896553,0.932774937,
3.139414549,-0.989158094,19.76490211,0.932729695,
3.070781469,-1.379118919,19.76490211,0.932415738,
3.137875557,-0.989158094,19.76490211,0.932099127,
3.266831636,-0.249116689,19.8401432,0.931935101,
3.144031048,-0.960285485,19.91537857,0.931774932,
3.116023779,-1.120528579,20.02131081,0.931496641,
3.115716219,-1.120528579,19.91537857,0.931199871,
3.270832539,-0.228905857,19.6896553,0.931019397,
3.313920498,0.014345996,19.8401432,0.930990984,
3.31576705,0.019037798,19.8401432,0.930995448,
3.401327372,0.501751959,19.76490211,0.93106442,
3.450570583,0.774598241,19.6896553,0.931233434,
3.451493979,0.769906461,19.61440468,0.931437959,
3.47273016,0.881787837,19.76490211,0.931656682,
3.45334053,0.755470157,19.6896553,0.931875651,
3.470575809,0.852915227,19.6896553,0.932090747,
3.576448917,1.466638923,19.76490211,0.932397929,
3.522588968,1.125581026,19.76490211,0.93274456,
3.564753532,1.368832946,19.79560852,0.933074938,
3.49858284,0.964796662,19.8401432,0.933384338,
3.475807905,0.828193069,19.6896553,0.93362177,
3.427180052,0.540549517,19.6896553,0.933803023,
3.41240716,0.453209847,19.91537857,0.933934619,
3.280988932,-0.321839601,19.8401432,0.933952189,
3.35639286,0.135791466,19.76490211,0.933927308,
3.421024561,0.510955095,19.87084579,0.934013799,
3.483194351,0.866990626,19.76490211,0.934196283,
3.596761703,1.52023375,20.06583595,0.934512801,
3.63400197,1.719996214,19.91537857,0.934946101,
3.442260742,0.57501626,19.99061012,0.935250053,
3.404405117,0.365328819,19.61440468,0.935374573,
3.367780209,0.155280486,19.76490211,0.9354436,
3.427180052,0.506263316,19.76490211,0.935531207,
3.421024561,0.463134825,19.8401432,0.935659577,
3.482886553,0.823501229,19.91537857,0.935829968,
3.406867266,0.370020628,19.76490211,0.935989587,
3.343158722,-0.000451223,19.79560852,0.936038589,
3.342235327,-0.000451223,19.91537857,0.936038469,
3.341927528,-0.000270769,19.76490211,0.936038374,
3.34161973,-0.000451223,19.8401432,0.936038277,
3.34161973,-0.000451223,19.8401432,0.936038156,
3.341311932,-0.000451223,19.76490211,0.936038037,
3.341311932,-0.000451223,19.76490211,0.936037916,
3.341311932,-0.000451223,19.76490211,0.936037797,
3.341311932,-0.000270769,19.6896553,0.9360377,
3.341311932,-0.000451223,19.76490211,0.936037604,
3.341004372,-0.000631677,19.76490211,0.936037461,
3.341311932,-0.000270769,19.76490211,0.936037341,
3.341004372,-0.000451223,19.76490211,0.936037245,
3.341311932,-0.000451223,19.8401432,0.936037125,
3.341004372,-0.000451223,19.8401432,0.936037005,
3.341004372,-0.000451223,19.72036362,0.936036885,
3.341311932,-0.000270769,19.76490211,0.936036789,
3.286528826,-0.321839601,19.76490211,0.935994135,
3.165267229,-1.023263931,19.76490211,0.935816015,
3.062164068,-1.608114958,19.6589489,0.935467567,
3.000609875,-1.948992372,19.72036362,0.93499648,
2.925513744,-2.368367195,19.76490211,0.934424057,
2.862112999,-2.719710827,19.91537857,0.933743622,
2.864882946,-2.679830551,19.8401432,0.933021459,
2.813485384,-2.962421417,19.61440468,0.932266912,
3.038773537,-1.627604008,19.6896553,0.931658311,
2.959368467,-2.095520973,19.76490211,0.931164663,
2.970448256,-2.021895647,19.79560852,0.930618726,
2.924282789,-2.280847073,19.79560852,0.930043318,
2.793787956,-3.030632973,19.76490211,0.929339076,
3.042158842,-1.564084172,19.8401432,0.928730596,
3.033541203,-1.618400812,19.6896553,0.928308642,
3.094480038,-1.262365341,19.8401432,0.927926686,
3.047390938,-1.540264249,19.76490211,0.927555561,
3.019691706,-1.695996046,19.76490211,0.927122769,
2.981835842,-1.91055572,19.58369637,0.926645143,
3.177577972,-0.765034378,19.76490211,0.926290839,
3.132335663,-1.037880659,20.06583595,0.926052093,
3.239747763,-0.414231986,19.76490211,0.925857895,
3.304071665,-0.049173772,19.76490211,0.925796448,
3.165575027,-0.867351711,19.8401432,0.925675078,
3.000302076,-1.822494149,19.91537857,0.925318874,
3.065549374,-1.427661061,19.76490211,0.924888469,
3.201584101,-0.633483469,19.8401432,0.924615526,
3.203430653,-0.633483469,19.76490211,0.924447726,
3.203738451,-0.633483469,19.6896553,0.924279774,
3.204046249,-0.633483469,19.8401432,0.924112,
3.204354048,-0.633663952,19.76490211,0.923944179,
3.204661846,-0.633303046,19.95991135,0.923776255,
3.123410463,-1.105911732,20.03513908,0.923545623,
3.180655718,-0.765034378,19.79560852,0.923297599,
3.232976675,-0.462774098,19.76490211,0.923135012,
3.321922541,0.048271328,19.6896553,0.923080123,
3.40163517,0.501751959,19.6896553,0.923152957,
3.418562412,0.584760725,19.91537857,0.923296834,
3.357623816,0.219161168,19.99061012,0.92340357,
3.57367897,1.471330762,19.6896553,0.923627682,
3.600455046,1.603603363,19.91537857,0.92403893,
3.660470247,1.939608574,19.94608116,0.924508128,
3.574294567,1.417735934,19.99061012,0.924952709,
3.557674885,1.310726762,19.8401432,0.925314017,
3.53736186,1.18368721,19.76490211,0.925644328,
3.511201382,1.023444176,19.6896553,0.925936597,
3.439490795,0.599557996,19.91537857,0.926151517,
3.336387634,-0.000270769,19.91537857,0.926230876,
3.335464478,-0.000451223,19.76490211,0.926230781,
3.335464478,-0.000270769,19.76490211,0.926230684,
3.334848881,-0.000631677,19.91537857,0.926230564,
3.334848881,-0.000451223,19.87084579,0.926230421,
3.334848881,-0.000270769,19.76490211,0.926230324,
3.334848881,-0.000270769,19.91537857,0.926230252,
3.334848881,-0.000451223,19.6896553,0.926230157,
3.335156679,-0.000451223,19.6896553,0.926230037,
3.1972754,-0.803831935,19.6896553,0.926123531,
3.156341791,-1.028316617,19.80944061,0.925878494,
3.049237728,-1.642401218,19.76490211,0.925524836,
2.944287777,-2.236635923,19.6896553,0.925010494,
2.872269392,-2.636341333,19.76490211,0.924358802,
2.788248062,-3.103355885,19.76490211,0.923598747,
2.655906677,-3.849532843,19.76490211,0.922678041,
2.722692966,-3.430338383,19.76490211,0.921714025,
3.114792824,-1.135325789,19.76490211,0.92110944,
2.841800213,-2.73414731,19.8401432,0.920596345,
2.90273881,-2.363675356,19.76490211,0.919914609,
2.998763323,-1.797771931,19.76490211,0.919363546,
3.198506355,-0.638897061,19.99061012,0.919040845,
3.257290602,-0.307222843,19.99061012,0.918914319,
3.3136127,0.009473741,19.76490211,0.918874891,
3.32653904,0.072632603,19.76490211,0.918885765,
3.338849783,0.136152372,19.76490211,0.918913686,
3.378552198,0.359734744,19.73419571,0.918979353,
3.612150192,1.70555985,19.94608116,0.919252872,
3.62322998,1.744176984,19.76490211,0.919714203,
3.580142021,1.476022482,19.8401432,0.920140623,
3.530591011,1.174484015,19.76490211,0.920491644,
3.478270054,0.862298846,19.79560852,0.920764071,
3.33084774,-0.000270769,19.76490211,0.920879344,
3.329924583,-0.000451223,19.8401432,0.920879249,
3.329616785,-0.000451223,19.6896553,0.920879128,
3.329924583,-0.000270769,19.8401432,0.920879032,
3.329924583,-0.000451223,20.02131081,0.920878937,
3.330232382,-0.000451223,19.8401432,0.920878816,
3.330232382,-0.000270769,19.76490211,0.92087872,
3.330539942,-0.000270769,19.8401432,0.920878649,
3.33084774,-0.000451223,19.8401432,0.920878552,
3.33084774,-0.000451223,19.76490211,0.920878433,
3.331155539,-0.000270769,19.76490211,0.920878337,
3.331463337,-0.000451223,19.6589489,0.920878241,
3.331771135,-0.000451223,19.76490211,0.920878122,
3.332078934,-0.000451223,19.76490211,0.920878002,
3.332078934,-0.000451223,19.6896553,0.920877882,
3.33269453,-0.000270769,19.76490211,0.920877786,
3.33269453,-0.000451223,19.80944061,0.92087769,
3.33269453,-0.000270769,19.8401432,0.920877594,
3.33269453,-0.000451223,19.8401432,0.920877498,
3.333002329,-0.000451223,19.8401432,0.920877379,
3.333002329,-0.000451223,19.8401432,0.920877259,
3.333309889,-0.000270769,19.76490211,0.920877163,
3.15880394,-1.013880253,19.76490211,0.920742863,
3.091094494,-1.393555284,19.6451149,0.920424036,
3.024308205,-1.768538475,19.8401432,0.920001179,
2.947981119,-2.197657824,19.99061012,0.919475963,
2.848263264,-2.757967234,19.76490211,0.918813185,
2.764857531,-3.220650911,19.76490211,0.918013569,
2.652521133,-3.849532843,19.76490211,0.917076143,
2.647904634,-3.849532843,19.72036362,0.916046436,
2.941825628,-2.124934912,19.8401432,0.915247391,
2.946442127,-2.100393057,19.61440468,0.914687796,
2.643288136,-3.849532843,19.76490211,0.913892144,
2.830720425,-2.738658667,19.99061012,0.913019715,
3.062164068,-1.393555284,19.87084579,0.912472495,
2.891043425,-2.392367601,19.8401432,0.911966173,
3.121563673,-1.047625184,19.87084579,0.911510645,
3.061240673,-1.403480172,19.76490211,0.911186003,
3.056316376,-1.43289423,19.76490211,0.910806727,
3.226821423,-0.447976887,19.76490211,0.910557657,
3.176039219,-0.750237167,19.76490211,0.910397367,
3.175423622,-0.755470276,19.76490211,0.910196029,
3.260983944,-0.263192087,19.6896553,0.910059765,
3.29637742,-0.068482339,19.76490211,0.910015413,
3.121563673,-1.086242318,19.76490211,0.909860975,
3.199121952,-0.633483469,19.6896553,0.909633249,
3.318229198,0.053143583,19.76490211,0.909556394,
3.23605442,-0.434081912,19.87084579,0.90950589,
3.237285614,-0.42866832,19.76490211,0.909391645,
3.269293785,-0.24388352,19.76490211,0.909302584,
3.207123995,-0.60930264,19.6451149,0.909188461,
3.207123995,-0.609122217,19.6896553,0.90902552,
3.207123995,-0.60930264,19.76490211,0.908864172,
3.207431793,-0.60930264,19.8401432,0.908701197,
3.207431793,-0.60930264,19.76490211,0.908539827,
3.271755934,-0.239011273,19.72036362,0.908427491,
3.178501368,-0.784523368,19.79560852,0.908291614,
3.177270174,-0.789576113,19.79560852,0.908083165,
3.128642559,-1.067114234,19.8401432,0.907834839,
3.30284071,-0.058376923,19.8401432,0.907684322,
3.273294687,-0.239191726,19.6896553,0.907644917,
3.211125135,-0.599197209,19.76490211,0.907533895,
3.211125135,-0.599197209,19.76490211,0.907373622,
3.274218082,-0.234319463,19.61440468,0.907263242,
3.276064634,-0.22908631,19.6896553,0.907201801,
3.245903015,-0.404667944,19.6896553,0.907117036,
3.41671586,0.579527557,19.72036362,0.907140191,
3.488426447,0.983924747,19.76490211,0.907347225,
3.539824247,1.266695976,19.6896553,0.907645272,
3.554289341,1.335088015,19.6896553,0.907993211,
3.573063374,1.432533145,19.79560852,0.90836338,
3.593683958,1.539903164,19.72036362,0.90875704,
3.551519394,1.281493187,19.8401432,0.909131091,
3.552750587,1.281312823,19.8401432,0.909470467,
3.511201382,1.032647252,19.76490211,0.909779919,
3.447492838,0.65766412,19.72036362,0.91000376,
3.334233284,-0.000451223,19.79560852,0.910090797,
3.333309889,-0.000451223,19.76490211,0.910090676,
3.333002329,-0.000270769,19.6896553,0.91009058,
3.333002329,-0.000451223,19.6896553,0.910090485,
3.33269453,-0.000451223,19.8401432,0.910090364,
3.333002329,-0.000451223,19.6896553,0.910090244,
3.333002329,-0.000270769,19.8401432,0.910090149,
3.333002329,-0.000451223,19.76490211,0.910090053,
3.333002329,-0.000270769,19.6896553,0.910089957,
3.266523838,-0.385178924,19.61440468,0.91003891,
3.207123995,-0.726236761,19.76490211,0.909891385,
3.220050335,-0.643588901,19.8401432,0.909709988,
3.270216942,-0.351073146,19.91537857,0.909578268,
3.140029907,-1.101400375,19.79560852,0.9093857,
3.210509539,-0.686717391,19.61440468,0.909148915,
3.218203783,-0.638716638,19.87084579,0.908973175,
3.156341791,-0.994571686,19.72036362,0.908756628,
3.062164068,-1.529978395,19.8401432,0.908421914,
3.034464598,-1.681198716,19.76490211,0.907996679,
3.051392078,-1.57400918,19.79560852,0.90756562,
3.089555502,-1.344652295,19.91537857,0.90717913,
3.096018791,-1.301162839,19.87084579,0.906828761,
3.12002492,-1.159145713,19.95991135,0.906502563,
3.096942186,-1.286365628,19.87084579,0.906178724,
3.077860355,-1.393374801,19.99061012,0.905823433,
3.108329535,-1.213642716,19.76490211,0.905478205,
3.121255875,-1.135325789,19.87084579,0.905164049,
3.172345877,-0.837937713,19.91537857,0.904902418,
3.228975773,-0.511677086,19.79560852,0.904723702,
3.253905058,-0.370562166,19.94608116,0.904605706,
3.254212856,-0.370562166,19.76490211,0.904507566,
3.255136251,-0.370381713,19.76490211,0.904409327,
3.255136251,-0.370381713,19.6896553,0.904311234,
3.255751848,-0.370562166,19.76490211,0.904212994,
3.123410463,-1.135325789,19.8401432,0.904013584,
3.212663889,-0.613994479,19.94608116,0.9037819,
3.211740494,-0.618686259,19.76490211,0.903618489,
3.331463337,0.072632603,19.8401432,0.90354618,
3.33269453,0.07245215,19.76490211,0.903565392,
3.308072805,-0.077865943,19.76490211,0.903564675,
3.257290602,-0.370742619,19.79560852,0.903505198,
