Current,Voltage,Temperature,SOC,Profile
0.480844796,3.382868052,10.06213474,0.996959613,1
0.480844796,3.381021261,10.03119659,0.996823684,1
0.480844796,3.378866911,10.03119659,0.996688175,1
0.480656952,3.377020121,10.09307289,0.996552683,1
0.480656952,3.375481367,9.924551964,0.996417211,1
0.480656952,3.373634815,10.00025749,0.99628161,1
0.961880147,3.29084301,9.986432076,0.996078933,1
0.962068021,3.284379721,10.03119659,0.995809424,1
0.962068021,3.279455423,9.95549202,0.995539553,1
0.962068021,3.275454283,9.95549202,0.995268469,1
0.962068021,3.271453142,10.09307289,0.994998403,1
0.962068021,3.2677598,9.95549202,0.994726387,1
0.962068021,3.264374256,10.03119659,0.994455562,1
0.962068021,3.260988712,10.00025749,0.994184931,1
0.962068021,3.257910967,10.03119659,0.993913516,1
0.962068021,3.255448818,10.03119659,0.99364239,1
0.961880147,3.252678871,9.924551964,0.993371276,1
0.961880147,3.249601126,10.03119659,0.993101482,1
-0.481038123,3.489974022,10.03119659,0.993033932,1
-0.481038123,3.497976065,10.03119659,0.993169515,1
-0.481038123,3.503208399,9.924551964,0.993304557,1
-0.481225967,3.507517099,9.924551964,0.99344001,1
-0.481038123,3.511210442,9.969320297,0.993575617,1
-0.481225967,3.514903784,10.00025749,0.993711208,1
-0.481225967,3.518289328,9.969320297,0.99384645,1
-0.481038123,3.521367073,10.00025749,0.993982409,1
-0.000378419,3.442884207,10.00025749,0.994050266,1
-0.000190588,3.441653252,9.924551964,0.994050347,1
-0.000190588,3.441345453,10.00025749,0.9940504,1
-0.000190588,3.441345453,9.969320297,0.994050454,1
-0.000190588,3.441345453,10.00025749,0.994050507,1
-0.000190588,3.441653252,9.969320297,0.994050561,1
-0.000190588,3.441960812,10.00025749,0.994050614,1
-0.000190588,3.441960812,10.00025749,0.994050668,1
-0.000190588,3.442576408,10.00025749,0.994050721,1
-0.000190588,3.442576408,10.00025749,0.994050775,1
-2.76E-06,3.44226861,9.969320297,0.994050802,1
-0.000190588,3.443192005,9.969320297,0.994050829,1
-0.000190588,3.443499804,10.04502296,0.994050882,1
-0.000190588,3.443499804,9.969320297,0.994050936,1
-0.000190588,3.443807602,9.969320297,0.99405099,1
-0.000190588,3.443807602,9.938383102,0.994051043,1
0.480844796,3.36224699,9.969320297,0.993983536,1
0.480844796,3.35824585,9.907448769,0.993848959,1
0.480656952,3.355783701,9.907448769,0.993713448,1
0.480656952,3.353321552,9.938383102,0.993578792,1
0.480656952,3.351166964,9.969320297,0.993443052,1
0.480844796,3.349320412,9.862675667,0.993307425,1
0.480844796,3.347166061,9.907448769,0.993172847,1
0.480844796,3.345627069,10.05885601,0.993037559,1
0.480656952,3.343780518,9.952216148,0.992901715,1
0.480656952,3.342241526,9.907448769,0.992767048,1
0.480656952,3.340702772,10.05885601,0.992631763,1
0.480656952,3.339471579,9.983153343,0.992496246,1
0.480844796,3.337625027,9.952216148,0.992361275,1
0.480844796,3.336701632,9.983153343,0.992226305,1
0.480656952,3.33516264,10.05885601,0.99209108,1
0.480656952,3.333623886,9.87651062,0.991955996,1
0.480844796,3.332392693,9.87651062,0.991820239,1
0.480844796,3.330853939,9.907448769,0.991685533,1
0.480844796,3.329930544,10.10362053,0.991550262,1
0.480656952,3.32869935,10.05885601,0.991415061,1
0.480844796,3.327468395,9.952216148,0.991280231,1
0.480656952,3.326237202,10.02792072,0.991145316,1
0.480844796,3.325006247,10.02792072,0.991010574,1
0.480844796,3.324082851,9.952216148,0.990874782,1
0.961880147,3.241291046,9.921281815,0.990672891,1
0.962068021,3.237597942,9.996987343,0.99040283,1
0.962068021,3.234212399,9.96605587,0.990132377,1
0.962068021,3.231750011,9.996987343,0.989861127,1
0.962068021,3.228980064,9.996987343,0.989591533,1
0.961880147,3.226825714,10.0726881,0.989321389,1
0.962068021,3.224671364,10.02792072,0.989050106,1
0.962068021,3.221901178,9.921281815,0.988779344,1
0.961880147,3.220054626,9.996987343,0.988508096,1
0.962068021,3.217900276,9.890349388,0.988238076,1
0.962068021,3.216361284,10.0726881,0.987967717,1
0.961880147,3.214514732,10.04175854,0.987696552,1
-0.481413782,3.457657576,9.96605587,0.987628865,1
-0.481225967,3.462889671,9.890349388,0.9877642,1
-0.481225967,3.465967417,9.996987343,0.987900283,1
-0.481225967,3.469352961,9.96605587,0.988035368,1
-0.481225967,3.472122908,10.01082516,0.988170599,1
-0.481225967,3.474892855,9.996987343,0.988306056,1
-0.481225967,3.477047443,10.01082516,0.988440763,1
-0.481225967,3.479201794,9.993739128,0.988576158,1
0.480844796,3.317311764,9.948963165,0.988576212,1
0.480656952,3.314234018,10.01082516,0.988440745,1
0.480844796,3.312387228,10.01082516,0.988305796,1
0.480844796,3.310848475,10.1174593,0.988170538,1
0.480844796,3.308694124,9.979894638,0.988034574,1
0.480656952,3.308386326,10.01082516,0.987899788,1
0.480656952,3.307155132,9.859414101,0.987763909,1
0.480656952,3.305923939,10.14838886,0.987628039,1
0.480844796,3.305000782,9.96605587,0.987492691,1
0.480656952,3.304077387,10.01082516,0.987357412,1
0.480469137,3.30346179,10.05559826,0.98722162,1
0.480656952,3.302230835,10.01082516,0.987086577,1
0.480656952,3.30130744,9.9180336,0.986950952,1
0.480844796,3.300384045,9.9180336,0.986815081,1
0.480844796,3.299460649,10.05559826,0.986679283,1
0.480656952,3.298845291,9.887104034,0.986543792,1
0.480656952,3.298229694,9.9180336,0.986409005,1
0.480844796,3.297306299,9.948963165,0.986274451,1
0.480656952,3.296690702,9.873257637,0.986139481,1
0.480469137,3.296075106,9.887104034,0.986004452,1
0.480844796,3.295151949,9.9180336,0.985869246,1
0.480844796,3.294228554,9.948963165,0.985734135,1
0.480656952,3.293920755,9.825246811,0.985598908,1
0.480844796,3.29299736,9.993739128,0.985463953,1
0.480844796,3.292382002,9.887104034,0.985328562,1
0.480844796,3.291766405,10.02466774,0.985193309,1
0.480656952,3.291150808,9.948963165,0.985057961,1
0.480844796,3.290535212,9.948963165,0.984923268,1
0.480656952,3.289611816,9.931883812,0.984788048,1
0.480844796,3.288996458,9.993739128,0.984652546,1
0.480844796,3.28868866,9.993739128,0.98451782,1
0.480844796,3.288073063,9.856175423,0.984382662,1
0.480844796,3.287457466,9.962810516,0.984246932,1
0.480656952,3.286841869,9.856175423,0.984112239,1
0.480844796,3.286226511,9.842326164,0.983976452,1
0.480656952,3.285918713,9.856175423,0.983841251,1
0.480656952,3.285303116,9.900956154,0.983705767,1
0.480656952,3.284687519,9.931883812,0.983570313,1
0.480656952,3.283764124,9.856175423,0.983435249,1
0.480656952,3.283456326,9.9180336,0.98330029,1
0.480844796,3.283148527,9.870028496,0.98316522,1
0.480469137,3.282533169,9.962810516,0.983030029,1
0.480844796,3.281917572,9.962810516,0.98289443,1
0.480844796,3.281301975,9.856175423,0.982758771,1
0.962068021,3.198510408,9.962810516,0.9825558,1
0.961880147,3.19635582,9.962810516,0.982284987,1
0.962068021,3.194817066,9.749536514,0.982013587,1
0.962068021,3.192970276,9.900956154,0.981743818,1
0.962068021,3.191123724,9.962810516,0.981472102,1
0.962068021,3.190200329,9.887104034,0.981201507,1
0.962068021,3.188661575,9.900956154,0.980930362,1
0.961880147,3.18773818,9.962810516,0.980660567,1
0.962068021,3.186199188,9.856175423,0.980391087,1
0.962068021,3.184968233,9.900956154,0.980120984,1
0.962068021,3.18373704,9.900956154,0.979850382,1
0.962068021,3.182813644,9.931883812,0.979580597,1
-0.481225967,3.427803278,9.856175423,0.9795127,1
-0.481038123,3.430881023,9.887104034,0.979648167,1
-0.481225967,3.433343172,9.931883812,0.979782912,1
-0.481225967,3.435805321,9.962810516,0.979918056,1
-0.481225967,3.437959909,9.900956154,0.980053677,1
-0.481225967,3.439806461,9.825246811,0.980189052,1
-0.481225967,3.441345453,9.856175423,0.980324667,1
-0.481225967,3.442884207,9.962810516,0.980459354,1
-0.000190588,3.362554789,9.825246811,0.980527202,1
-0.000190588,3.362554789,9.856175423,0.980527255,1
-0.000378419,3.362862587,9.749536514,0.980527335,1
-0.000190588,3.363170385,9.780467033,0.980527415,1
-0.000190588,3.363170385,9.825246811,0.980527469,1
-2.76E-06,3.363170385,9.962810516,0.980527496,1
-0.000190588,3.363785982,9.856175423,0.980527523,1
-0.000190588,3.364093542,9.780467033,0.980527577,1
-0.000190588,3.36440134,9.825246811,0.98052763,1
-0.000190588,3.364709139,9.856175423,0.980527684,1
-0.000190588,3.364709139,9.749536514,0.980527737,1
-0.000190588,3.365324736,9.962810516,0.980527791,1
-2.76E-06,3.365324736,9.900956154,0.980527818,1
-0.000190588,3.365632534,9.749536514,0.980527845,1
-0.000378419,3.365940332,9.704753876,0.980527926,1
0.275921077,3.318850517,9.900956154,0.98048917,1
0.480844796,3.284379721,9.856175423,0.980382526,1
0.480844796,3.282840967,9.811395645,0.980247138,1
0.480656952,3.28222537,9.856175423,0.980112179,1
0.480844796,3.280994177,9.856175423,0.979977236,1
0.480844796,3.28037858,9.856175423,0.979842658,1
0.480656952,3.279455423,9.780467033,0.979707594,1
0.480844796,3.278839827,9.931883812,0.979572067,1
0.480844796,3.277916431,9.825246811,0.97943749,1
0.480656952,3.277300835,9.780467033,0.97930209,1
0.480656952,3.276685238,9.749536514,0.979166783,1
0.480656952,3.27606988,9.887104034,0.97903177,1
0.480844796,3.275454283,9.856175423,0.978895821,1
0.480656952,3.274838686,9.749536514,0.978760464,1
0.480656952,3.274223089,9.825246811,0.978625529,1
0.480656952,3.273915291,9.856175423,0.978490442,1
0.480844796,3.273299932,9.887104034,0.978355109,1
0.480844796,3.272684336,9.856175423,0.978219754,1
0.480656952,3.272068739,9.780467033,0.978085164,1
0.480656952,3.271760941,9.856175423,0.97794999,1
0.480656952,3.271145344,9.780467033,0.977814486,1
0.480844796,3.270837545,9.825246811,0.977679142,1
0.480656952,3.270221949,9.856175423,0.977544316,1
0.480656952,3.26960659,9.673822403,0.977408982,1
0.480656952,3.268990993,9.856175423,0.977273921,1
0.480656952,3.268990993,9.825246811,0.977139295,1
0.480656952,3.268375397,9.825246811,0.977004086,1
0.480656952,3.268375397,9.749536514,0.976869107,1
0.480844796,3.2677598,9.856175423,0.976733342,1
0.480656952,3.267144203,9.887104034,0.976597967,1
0.480844796,3.266528845,9.749536514,0.976462693,1
0.480656952,3.266528845,9.856175423,0.976327212,1
0.480844796,3.265913248,9.856175423,0.976191252,1
0.480844796,3.265913248,9.856175423,0.976056371,1
0.480656952,3.264989853,9.887104034,0.975921758,1
0.480844796,3.264989853,9.887104034,0.975786242,1
3.849219322,2.705145836,9.856175423,0.975175853,1
3.849219322,2.689757109,9.825246811,0.974092383,1
3.849219322,2.681447029,9.780467033,0.973005338,1
3.849219322,2.67498374,9.856175423,0.971927832,1
3.849219322,2.668828249,9.856175423,0.970843136,1
3.849219322,2.663596153,9.887104034,0.969756141,1
3.849219322,2.658979416,9.825246811,0.968671198,1
3.849219322,2.654670715,9.856175423,0.96758652,1
2.405925512,2.891350269,9.887104034,0.96670323,1
2.405737638,2.892581224,9.780467033,0.966027883,1
2.405737638,2.891657829,9.825246811,0.965348467,1
2.405925512,2.890426874,9.900956154,0.964673153,1
2.405737638,2.889503479,9.856175423,0.963997744,1
2.405737638,2.888272285,9.825246811,0.963317644,1
2.405549765,2.886733532,9.780467033,0.962641639,1
2.405925512,2.88519454,9.825246811,0.961964352,1
2.405737638,2.884271383,9.856175423,0.961288967,1
2.405925512,2.88304019,9.749536514,0.960614952,1
2.405737638,2.881808996,9.900956154,0.95993556,1
2.405925512,2.880270243,9.825246811,0.959259456,1
2.405737638,2.879346848,9.794318199,0.958580808,1
2.405737638,2.878423691,9.687677383,0.957907476,1
2.405737638,2.877192497,9.825246811,0.957232764,1
2.405737638,2.876269102,9.749536514,0.956554781,1
2.405737638,2.875038147,9.825246811,0.95588071,1
2.405737638,2.874114752,9.825246811,0.955201405,1
2.405737638,2.873191357,9.900956154,0.954528029,1
2.405737638,2.872267962,9.856175423,0.953852836,1
2.405925512,2.871344805,9.825246811,0.95317402,1
2.405737638,2.870113611,9.870028496,0.952499938,1
2.405925512,2.869805813,9.780467033,0.951824711,1
2.405737638,2.868882418,9.931883812,0.951144519,1
-0.962637007,3.433343172,9.900956154,0.950941759,1
-0.962637007,3.441345453,9.825246811,0.951211187,1
-0.962824821,3.445961952,9.870028496,0.951481712,1
-0.962637007,3.449655294,9.931883812,0.951751226,1
-0.962824821,3.453040838,9.856175423,0.952021931,1
-0.962824821,3.456118584,9.780467033,0.952291994,1
-0.962824821,3.458272934,9.856175423,0.952562346,1
-0.962824821,3.461043119,9.794318199,0.952832984,1
0.961880147,3.141263962,9.931883812,0.952833116,1
0.962068021,3.138494015,9.825246811,0.952562262,1
0.962068021,3.13726306,9.718606949,0.952291381,1
0.961880147,3.136339664,9.749536514,0.952019976,1
0.962068021,3.135724068,9.749536514,0.951749508,1
0.962068021,3.135416269,9.825246811,0.951479573,1
0.961880147,3.135108471,9.825246811,0.951209525,1
0.961880147,3.135108471,9.825246811,0.950939567,1
0.962255836,3.134800673,9.900956154,0.950667861,1
0.961880147,3.134800673,9.794318199,0.950397984,1
0.962068021,3.134492874,9.825246811,0.950127209,1
0.962068021,3.134492874,9.825246811,0.949857398,1
0.962068021,3.134185314,9.900956154,0.949586224,1
0.962068021,3.134185314,9.856175423,0.949316157,1
0.962068021,3.134185314,9.931883812,0.949046389,1
0.961880147,3.134185314,9.749536514,0.9487766,1
0.962068021,3.134185314,9.780467033,0.948506599,1
0.961880147,3.134185314,9.900956154,0.948237346,1
0.962068021,3.133877516,9.900956154,0.94796623,1
0.961880147,3.133877516,9.825246811,0.947696723,1
0.962255836,3.133877516,9.749536514,0.94742503,1
0.962068021,3.133569717,9.900956154,0.947155709,1
0.962068021,3.133569717,9.931883812,0.94688433,1
0.962068021,3.133877516,9.825246811,0.946614267,1
0.962068021,3.133569717,9.825246811,0.946342799,1
0.962068021,3.133569717,9.900956154,0.946070858,1
0.962068021,3.133569717,9.962810516,0.945799739,1
0.962068021,3.133569717,9.825246811,0.945530468,1
0.962255836,3.133569717,9.825246811,0.945260364,1
0.962068021,3.133877516,9.825246811,0.94499,1
0.961880147,3.133569717,9.856175423,0.9447186,1
0.962068021,3.133261919,9.825246811,0.944446906,1
-1.925083399,3.617700815,9.794318199,0.944582192,1
-1.925083399,3.623548508,9.825246811,0.945122606,1
-1.925271273,3.628473043,9.887104034,0.945662504,1
-1.925083399,3.632474184,9.794318199,0.946204535,1
-1.924895644,3.635551929,9.749536514,0.946743301,1
-1.924895644,3.638937473,9.856175423,0.947283122,1
-1.925083399,3.64170742,9.749536514,0.947823507,1
-1.925083399,3.644477367,9.856175423,0.948367223,1
-0.000190588,3.326545,9.887104034,0.948638004,1
-0.000190588,3.324082851,9.811395645,0.948638058,1
-0.000190588,3.323467255,9.794318199,0.948638111,1
-0.000190588,3.323159456,9.887104034,0.948638165,1
-0.000190588,3.323159456,9.825246811,0.948638219,1
-0.000190588,3.323159456,9.825246811,0.948638272,1
-0.000190588,3.323467255,9.856175423,0.948638326,1
-0.000190588,3.323159456,9.673822403,0.94863838,1
-0.000378419,3.323775053,9.887104034,0.948638459,1
-0.000190588,3.323775053,9.811395645,0.948638539,1
-0.000190588,3.323775053,9.811395645,0.948638593,1
-0.000378419,3.32439065,9.856175423,0.948638673,1
-0.000190588,3.32439065,9.825246811,0.948638753,1
-0.000190588,3.324698448,9.749536514,0.948638806,1
-0.000190588,3.325006247,9.856175423,0.94863886,1
-0.000190588,3.325313807,9.931883812,0.948638913,1
-0.000190588,3.325621605,9.856175423,0.948638967,1
-0.000190588,3.325621605,9.856175423,0.94863902,1
-2.76E-06,3.325621605,9.856175423,0.948639048,1
-0.000190588,3.326237202,9.962810516,0.948639075,1
-0.000378419,3.326545,9.9180336,0.948639155,1
-0.000190588,3.326852798,9.749536514,0.948639234,1
-0.000190588,3.327160597,9.856175423,0.948639288,1
-2.76E-06,3.327468395,9.887104034,0.948639315,1
-0.000190588,3.327468395,9.856175423,0.948639342,1
-2.76E-06,3.327776194,9.900956154,0.94863937,1
-0.000190588,3.327776194,9.887104034,0.948639397,1
-0.000190588,3.327776194,9.842326164,0.94863945,1
-0.000190588,3.32839179,9.887104034,0.948639504,1
-2.76E-06,3.32839179,9.856175423,0.948639531,1
-0.000378419,3.32869935,9.931883812,0.948639584,1
-0.000190588,3.329007149,9.887104034,0.948639664,1
-0.000190588,3.329007149,9.962810516,0.948639718,1
-0.000190588,3.329314947,9.856175423,0.948639771,1
-0.000190588,3.329930544,9.811395645,0.948639825,1
-0.000190588,3.329930544,9.780467033,0.948639878,1
-0.000190588,3.329930544,9.948963165,0.948639932,1
-0.000378419,3.330546141,9.811395645,0.948640012,1
-0.000190588,3.330238342,9.811395645,0.948640092,1
-2.76E-06,3.330546141,9.856175423,0.948640119,1
-2.76E-06,3.330546141,9.856175423,0.948640119,1
0,3.330546141,9.856175423,0.94863998,1
-0.000378419,3.330853939,9.780467033,0.948640033,1
-0.000378419,3.331161737,9.811395645,0.94864014,1
-0.000190588,3.331161737,9.811395645,0.94864022,1
-0.000190588,3.331469536,9.887104034,0.948640273,1
-0.000190588,3.331777096,9.811395645,0.948640327,1
-0.000378419,3.332084894,9.842326164,0.948640407,1
-0.000190588,3.331777096,9.856175423,0.948640487,1
-2.76E-06,3.332084894,9.811395645,0.948640514,1
-0.000190588,3.332084894,9.811395645,0.948640541,1
-0.000378419,3.332700491,9.735683441,0.948640621,1
-0.000190588,3.332700491,9.749536514,0.948640701,1
-0.000190588,3.332700491,9.749536514,0.948640755,1
-0.000378419,3.333008289,9.735683441,0.948640835,1
-0.000378419,3.333008289,9.842326164,0.948640942,1
-0.000190588,3.333008289,9.856175423,0.948641021,1
-0.000190588,3.333316088,9.887104034,0.948641075,1
0.480656952,3.25514102,9.811395645,0.948573295,1
0.480844796,3.252371073,9.780467033,0.948437926,1
0.480844796,3.251755476,9.780467033,0.948302293,1
0.480844796,3.250832081,9.811395645,0.948167286,1
0.480844796,3.250216722,9.9180336,0.948031923,1
0.480656952,3.249908924,9.873257637,0.947896967,1
0.480844796,3.249293327,9.811395645,0.947761308,1
0.480844796,3.248985529,9.780467033,0.947626485,1
0.480844796,3.248369932,9.735683441,0.94749123,1
0.480656952,3.248062134,9.856175423,0.947356549,1
0.480656952,3.247754335,9.749536514,0.947221484,1
0.480656952,3.247446775,9.887104034,0.947085747,1
0.480844796,3.246831179,9.856175423,0.946951176,1
0.480844796,3.246831179,9.887104034,0.946815941,1
0.480844796,3.246215582,9.766614914,0.946680268,1
0.480844796,3.246215582,9.935121536,0.946544502,1
0.480844796,3.245907784,9.842326164,0.94640911,1
0.480844796,3.245599985,9.842326164,0.946274124,1
0.480844796,3.244984388,9.811395645,0.946139414,1
0.480844796,3.24467659,9.79754734,0.946003898,1
0.480844796,3.244368792,9.811395645,0.945868647,1
0.480656952,3.244368792,9.979894638,0.945733407,1
0.480656952,3.244061232,9.811395645,0.945598215,1
0.480656952,3.243753433,9.766614914,0.945463015,1
0.480656952,3.243753433,9.766614914,0.945327413,1
0.480844796,3.243445635,9.904190063,0.945191763,1
0.480844796,3.243137836,9.735683441,0.945056664,1
0.480844796,3.243137836,9.887104034,0.944921676,1
0.962068021,3.162808418,9.873257637,0.944718751,1
0.962068021,3.160961628,9.842326164,0.944447878,1
0.961880147,3.160038471,9.842326164,0.944178078,1
0.962255836,3.158807278,9.766614914,0.943907232,1
0.962068021,3.158191681,9.904190063,0.943637668,1
0.962068021,3.157268286,9.828480721,0.943367098,1
0.962068021,3.156652927,9.842326164,0.943096711,1
0.961880147,3.155729532,9.935121536,0.942825858,1
0.962255836,3.154806137,9.859414101,0.942555041,1
0.962068021,3.15419054,9.948963165,0.942284612,1
0.962068021,3.153882742,9.859414101,0.942014806,1
0.962068021,3.152959585,9.9180336,0.941745542,1
-0.481225967,3.392409086,9.887104034,0.941677987,1
-0.481225967,3.396409988,9.811395645,0.941813615,1
-0.481225967,3.398872375,9.904190063,0.941948848,1
-0.481225967,3.400718927,9.842326164,0.942084334,1
-0.481225967,3.401950121,9.79754734,0.942219564,1
-0.481225967,3.403488874,9.904190063,0.942354783,1
-0.481225967,3.40441227,9.783704758,0.942490413,1
-0.481225967,3.405643463,9.79754734,0.942625905,1
-2.76E-06,3.326545,9.979894638,0.942693252,1
-0.000190588,3.325929403,9.890349388,0.94269328,1
-2.76E-06,3.325929403,9.873257637,0.942693307,1
-0.000190588,3.326237202,9.842326164,0.942693334,1
-0.000190588,3.326237202,9.873257637,0.942693387,1
-0.000190588,3.326852798,9.873257637,0.942693441,1
-0.000190588,3.327160597,9.935121536,0.942693495,1
-0.000190588,3.327160597,9.979894638,0.942693548,1
-0.000378419,3.327468395,9.904190063,0.942693628,1
-0.000190588,3.327776194,9.948963165,0.942693709,1
-0.000190588,3.328083992,9.69090271,0.942693762,1
-0.000190588,3.328083992,9.79754734,0.942693816,1
-0.000190588,3.328083992,9.873257637,0.94269387,1
-0.000190588,3.32839179,9.873257637,0.942693923,1
-0.000190588,3.32839179,9.811395645,0.942693977,1
-0.000190588,3.32869935,9.935121536,0.94269403,1
0.480656952,3.249293327,9.873257637,0.94262667,1
0.480656952,3.247754335,9.948963165,0.94249174,1
0.480844796,3.247138977,9.873257637,0.942355825,1
0.480469137,3.246831179,9.842326164,0.942220906,1
0.480656952,3.246215582,9.842326164,0.942085843,1
0.480844796,3.245599985,9.79754734,0.941950765,1
0.480656952,3.245292187,9.873257637,0.941815129,1
0.480656952,3.244368792,9.948963165,0.941680015,1
0.480844796,3.244368792,10.01082516,0.941545125,1
0.480844796,3.244061232,9.766614914,0.941409342,1
0.480844796,3.244061232,9.873257637,0.941274058,1
0.480844796,3.243445635,9.9180336,0.941138703,1
0.480844796,3.243445635,9.904190063,0.941003449,1
0.480469137,3.243137836,9.979894638,0.94086812,1
0.480656952,3.242830038,9.859414101,0.940732803,1
0.480844796,3.241906643,9.842326164,0.940597445,1
0.480844796,3.241906643,9.873257637,0.940461524,1
0.480844796,3.241598845,9.873257637,0.940326007,1
0.480844796,3.241598845,9.935121536,0.94019102,1
0.480656952,3.241598845,9.935121536,0.940056063,1
0.480656952,3.241291046,9.766614914,0.939921135,1
0.480844796,3.240983486,9.752771378,0.93978632,1
0.480844796,3.240675688,9.873257637,0.939650927,1
0.480844796,3.240675688,9.979894638,0.939516078,1
0.962068021,3.159730673,9.752771378,0.939312749,1
0.962068021,3.158191681,9.904190063,0.939041838,1
0.962068021,3.157268286,9.904190063,0.938772228,1
0.962068021,3.156345129,9.828480721,0.938501983,1
0.962255836,3.155421734,9.79754734,0.93823108,1
0.962068021,3.154806137,9.904190063,0.937960105,1
0.962068021,3.15419054,9.873257637,0.937689306,1
0.962068021,3.153267384,9.873257637,0.937418145,1
0.962255836,3.152651787,9.96605587,0.937148581,1
0.962255836,3.151728392,9.766614914,0.936878191,1
0.962068021,3.151112795,9.96605587,0.936608086,1
0.962255836,3.150497198,10.01082516,0.936336657,1
-0.481413782,3.392101288,9.96605587,0.936268962,1
-0.481225967,3.395486832,9.873257637,0.936403689,1
-0.481225967,3.397333384,9.979894638,0.93653917,1
-0.481225967,3.399180174,9.828480721,0.93667466,1
-0.481038123,3.400411129,9.859414101,0.936809876,1
-0.481225967,3.401950121,9.935121536,0.936945463,1
-0.481225967,3.402873516,9.890349388,0.937081231,1
-0.481413782,3.404104471,9.935121536,0.937216469,1
0.480656952,3.244061232,9.96605587,0.937216575,1
0.480656952,3.242830038,9.890349388,0.937081672,1
0.480844796,3.241598845,9.79754734,0.936946437,1
0.480656952,3.240983486,9.935121536,0.936810821,1
0.480656952,3.240675688,9.752771378,0.936676023,1
0.480656952,3.240060091,9.96605587,0.936541224,1
0.480656952,3.240060091,9.814641953,0.936406429,1
0.480844796,3.239444494,9.859414101,0.936271475,1
0.480844796,3.239136696,9.890349388,0.936136624,1
0.480844796,3.239136696,9.904190063,0.936001509,1
0.480656952,3.238828897,9.828480721,0.935866532,1
0.480844796,3.238521099,9.814641953,0.93573077,1
0.480844796,3.238521099,9.79754734,0.935595405,1
0.480844796,3.238213301,9.859414101,0.935459883,1
0.480844796,3.238213301,9.859414101,0.935324766,1
0.480656952,3.237905502,9.845574379,0.935189535,1
0.480844796,3.237905502,9.859414101,0.93505404,1
0.480844796,3.237597942,9.828480721,0.934918795,1
0.480656952,3.237597942,9.859414101,0.934784242,1
0.480844796,3.237290144,9.935121536,0.93464847,1
0.480844796,3.236982346,9.890349388,0.934513484,1
0.480656952,3.236982346,9.890349388,0.934378801,1
0.480656952,3.236982346,9.890349388,0.934243737,1
0.480656952,3.236982346,9.859414101,0.934108541,1
0.480656952,3.236674547,9.96605587,0.933973748,1
0.480844796,3.236366749,9.935121536,0.93383812,1
0.480656952,3.23605895,9.814641953,0.933703418,1
0.480844796,3.23605895,9.845574379,0.933567797,1
0.480844796,3.236366749,9.96605587,0.933433218,1
0.480656952,3.236366749,9.828480721,0.933298129,1
0.480844796,3.235751152,9.783704758,0.933162496,1
0.480656952,3.235751152,9.890349388,0.933027135,1
0.480656952,3.235751152,9.890349388,0.932892594,1
0.480656952,3.235443354,10.01082516,0.932757148,1
0.480656952,3.235443354,9.859414101,0.932622196,1
0.480656952,3.235443354,9.814641953,0.932487422,1
0.480844796,3.234827757,9.752771378,0.932351647,1
0.480844796,3.234827757,9.79754734,0.932216111,1
0.480844796,3.235135555,9.783704758,0.932080206,1
0.480656952,3.235135555,9.859414101,0.931945102,1
0.480844796,3.234520197,9.96605587,0.931809492,1
0.480656952,3.234827757,9.828480721,0.931674795,1
0.480656952,3.234520197,9.890349388,0.931539733,1
0.480656952,3.234520197,9.814641953,0.931405073,1
